"","date","country","team","rating"
"533","1997-09-22","Greece","Olympiakos Piräus",1411
"534","1996-11-03","Greece","Panathinaikos",1411
"535","1999-04-18","Portugal","FC Porto",1411
"536","1999-05-22","Portugal","FC Porto",1411
"537","1999-09-18","Portugal","FC Porto",1411
"538","1999-10-30","Portugal","FC Porto",1411
"539","2003-11-04","Portugal","FC Porto",1411
"540","2004-01-17","Portugal","FC Porto",1411
"541","2004-02-07","Portugal","FC Porto",1411
"542","1995-03-22","Netherlands","AFC Ajax",1410
"543","1996-08-24","Netherlands","AFC Ajax",1410
"544","1996-09-04","Netherlands","AFC Ajax",1410
"545","1998-08-23","Netherlands","AFC Ajax",1410
"546","2004-04-03","Cyprus","APOEL Nikosia",1410
"547","2006-03-11","Cyprus","APOEL Nikosia",1410
"548","2006-04-15","Cyprus","APOEL Nikosia",1410
"549","2006-05-06","Cyprus","APOEL Nikosia",1410
"550","2009-02-28","Cyprus","APOEL Nikosia",1410
"551","2011-03-02","Spain","FC Barcelona",1410
"552","2018-01-07","Spain","FC Barcelona",1410
"553","1997-05-11","Greece","Olympiakos Piräus",1410
"554","1996-02-11","Greece","Panathinaikos",1410
"555","1998-05-13","Greece","Panathinaikos",1410
"556","2003-04-10","Portugal","FC Porto",1410
"557","2004-02-25","Portugal","FC Porto",1410
"558","2011-09-13","Portugal","FC Porto",1410
"559","1995-04-02","Netherlands","AFC Ajax",1409
"560","1997-11-22","Netherlands","AFC Ajax",1409
"561","1998-02-28","Netherlands","AFC Ajax",1409
"562","2007-10-28","Cyprus","APOEL Nikosia",1409
"563","2006-02-05","Italy","Juventus",1409
"564","2006-02-12","Italy","Juventus",1409
"565","1996-10-13","Greece","Panathinaikos",1409
"566","1996-12-15","Greece","Panathinaikos",1409
"567","1999-12-03","Portugal","FC Porto",1409
"568","2011-04-14","Portugal","FC Porto",1409
"569","2005-11-03","Ukraine","Shakhtar Donetsk",1409
"570","2006-04-29","Cyprus","APOEL Nikosia",1408
"571","2007-09-29","Cyprus","APOEL Nikosia",1408
"572","2012-12-16","Spain","FC Barcelona",1408
"573","2017-12-23","Spain","FC Barcelona",1408
"574","2007-12-05","Italy","Inter",1408
"575","1996-11-23","Greece","Panathinaikos",1408
"576","1999-10-25","Greece","Panathinaikos",1408
"577","1995-04-30","Portugal","FC Porto",1408
"578","1999-10-15","Portugal","FC Porto",1408
"579","2004-02-21","Portugal","FC Porto",1408
"580","2012-03-31","Spain","Real Madrid",1408
"581","1998-02-08","Netherlands","AFC Ajax",1407
"582","1998-09-13","Netherlands","AFC Ajax",1407
"583","2004-03-21","Cyprus","APOEL Nikosia",1407
"584","2005-03-19","Cyprus","APOEL Nikosia",1407
"585","2005-12-03","Cyprus","APOEL Nikosia",1407
"586","2009-02-21","Cyprus","APOEL Nikosia",1407
"587","2011-03-19","Spain","FC Barcelona",1407
"588","2015-05-06","Spain","FC Barcelona",1407
"589","2013-12-07","Germany","Bayern München",1407
"590","2006-01-15","Italy","Juventus",1407
"591","1995-12-17","Greece","Panathinaikos",1407
"592","1995-04-02","Portugal","FC Porto",1407
"593","2000-03-11","Portugal","FC Porto",1407
"594","2003-04-24","Portugal","FC Porto",1407
"595","2004-01-31","Portugal","FC Porto",1407
"596","2004-03-13","Portugal","FC Porto",1407
"597","2012-03-10","Spain","Real Madrid",1407
"598","2012-04-08","Spain","Real Madrid",1407
"599","2012-04-29","Spain","Real Madrid",1407
"600","2012-08-19","Spain","Real Madrid",1407
"601","2009-02-15","Cyprus","APOEL Nikosia",1406
"602","2016-03-16","Spain","FC Barcelona",1406
"603","2017-10-28","Spain","FC Barcelona",1406
"604","2018-02-04","Spain","FC Barcelona",1406
"605","2013-11-30","Germany","Bayern München",1406
"606","2014-03-08","Germany","Bayern München",1406
"607","1997-10-19","Greece","Olympiakos Piräus",1406
"608","1998-05-10","Greece","Panathinaikos",1406
"609","1998-03-21","Portugal","FC Porto",1406
"610","1999-01-04","Portugal","FC Porto",1406
"611","1999-04-10","Portugal","FC Porto",1406
"612","1999-04-24","Portugal","FC Porto",1406
"613","1999-09-11","Portugal","FC Porto",1406
"614","2010-12-08","Ukraine","Shakhtar Donetsk",1406
"615","1995-03-19","Netherlands","AFC Ajax",1405
"616","1997-11-12","Netherlands","AFC Ajax",1405
"617","1998-02-15","Netherlands","AFC Ajax",1405
"618","2004-09-19","Cyprus","APOEL Nikosia",1405
"619","2009-09-12","Cyprus","APOEL Nikosia",1405
"620","2011-05-11","Spain","FC Barcelona",1405
"621","2013-11-27","Germany","Bayern München",1405
"622","1998-09-20","Greece","Panathinaikos",1405
"623","1999-09-26","Greece","Panathinaikos",1405
"624","1999-01-30","Portugal","FC Porto",1405
"625","2003-10-31","Portugal","FC Porto",1405
"626","2004-01-10","Portugal","FC Porto",1405
"627","2004-02-15","Portugal","FC Porto",1405
"628","2011-04-10","Portugal","FC Porto",1405
"629","2012-02-18","Spain","Real Madrid",1405
"630","2005-10-30","Ukraine","Shakhtar Donetsk",1405
"631","2006-08-04","Ukraine","Shakhtar Donetsk",1405
"632","1997-12-21","Netherlands","AFC Ajax",1404
"633","2005-04-24","Cyprus","APOEL Nikosia",1404
"634","2006-02-25","Cyprus","APOEL Nikosia",1404
"635","2011-03-13","Spain","FC Barcelona",1404
"636","2016-03-12","Spain","FC Barcelona",1404
"637","2017-11-18","Spain","FC Barcelona",1404
"638","2005-12-11","Italy","Juventus",1404
"639","2006-01-29","Italy","Juventus",1404
"640","1998-10-04","Portugal","FC Porto",1404
"641","2012-03-04","Spain","Real Madrid",1404
"642","2012-03-18","Spain","Real Madrid",1404
"643","2012-03-27","Spain","Real Madrid",1404
"644","2006-09-09","Ukraine","Shakhtar Donetsk",1404
"645","2010-10-15","Ukraine","Shakhtar Donetsk",1404
"646","2017-08-27","Ukraine","Shakhtar Donetsk",1404
"647","1998-05-10","Netherlands","AFC Ajax",1403
"648","2004-05-02","Cyprus","APOEL Nikosia",1403
"649","2005-05-15","Cyprus","APOEL Nikosia",1403
"650","2006-04-08","Cyprus","APOEL Nikosia",1403
"651","2011-02-26","Spain","FC Barcelona",1403
"652","2015-09-12","Spain","FC Barcelona",1403
"653","2014-03-01","Germany","Bayern München",1403
"654","2007-12-02","Italy","Inter",1403
"655","2006-01-07","Italy","Juventus",1403
"656","1996-10-27","Greece","Panathinaikos",1403
"657","1999-10-17","Greece","Panathinaikos",1403
"658","1998-08-22","Portugal","FC Porto",1403
"659","1998-12-14","Portugal","FC Porto",1403
"660","1999-11-28","Portugal","FC Porto",1403
"661","2012-04-21","Spain","Real Madrid",1403
"662","2005-08-06","Ukraine","Shakhtar Donetsk",1403
"663","2011-04-01","Ukraine","Shakhtar Donetsk",1403
"664","2005-03-13","Cyprus","APOEL Nikosia",1402
"665","2006-02-11","Cyprus","APOEL Nikosia",1402
"666","2011-08-29","Spain","FC Barcelona",1402
"667","2012-11-03","Spain","FC Barcelona",1402
"668","2012-12-01","Spain","FC Barcelona",1402
"669","2016-03-06","Spain","FC Barcelona",1402
"670","2017-10-21","Spain","FC Barcelona",1402
"671","1999-10-04","Portugal","FC Porto",1402
"672","2003-02-09","Portugal","FC Porto",1402
"673","2003-04-06","Portugal","FC Porto",1402
"674","2003-11-30","Portugal","FC Porto",1402
"675","2004-01-05","Portugal","FC Porto",1402
"676","2004-03-09","Portugal","FC Porto",1402
"677","2011-04-07","Portugal","FC Porto",1402
"678","1998-03-28","Netherlands","PSV Eindhoven",1402
"679","2012-02-12","Spain","Real Madrid",1402
"680","1995-03-12","Netherlands","AFC Ajax",1401
"681","2005-09-10","Cyprus","APOEL Nikosia",1401
"682","2017-11-04","Spain","FC Barcelona",1401
"683","2014-03-25","Germany","Bayern München",1401
"684","2005-12-07","Italy","Juventus",1401
"685","1999-03-20","Portugal","FC Porto",1401
"686","1999-08-28","Portugal","FC Porto",1401
"687","1999-10-23","Portugal","FC Porto",1401
"688","2012-02-26","Spain","Real Madrid",1401
"689","2010-11-28","Ukraine","Shakhtar Donetsk",1401
"690","2011-03-20","Ukraine","Shakhtar Donetsk",1401
"691","1995-02-12","Netherlands","AFC Ajax",1400
"692","2004-03-13","Cyprus","APOEL Nikosia",1400
"693","2005-11-12","Cyprus","APOEL Nikosia",1400
"694","2016-03-03","Spain","FC Barcelona",1400
"695","2017-10-01","Spain","FC Barcelona",1400
"696","2017-10-18","Spain","FC Barcelona",1400
"697","2017-11-22","Spain","FC Barcelona",1400
"698","1995-12-10","Greece","Panathinaikos",1400
"699","1999-02-21","Greece","Panathinaikos",1400
"700","2001-01-28","Greece","Panathinaikos",1400
"701","1999-01-24","Portugal","FC Porto",1400
"702","2003-10-27","Portugal","FC Porto",1400
"703","2011-09-18","Portugal","FC Porto",1400
"704","2005-12-10","Ukraine","Shakhtar Donetsk",1400
"705","2006-08-27","Ukraine","Shakhtar Donetsk",1400
"706","2010-10-03","Ukraine","Shakhtar Donetsk",1400
"707","2017-05-13","Ukraine","Shakhtar Donetsk",1400
"708","1997-10-26","Netherlands","AFC Ajax",1399
"709","2011-02-20","Spain","FC Barcelona",1399
"710","2012-04-14","Spain","FC Barcelona",1399
"711","2012-10-27","Spain","FC Barcelona",1399
"712","2012-12-09","Spain","FC Barcelona",1399
"713","2013-11-23","Spain","FC Barcelona",1399
"714","2014-03-22","Germany","Bayern München",1399
"715","2008-02-19","Italy","Inter",1399
"716","2006-01-22","Italy","Juventus",1399
"717","2005-04-06","Italy","AC Milan",1399
"718","1998-03-29","Greece","Panathinaikos",1399
"719","1999-10-03","Greece","Panathinaikos",1399
"720","1998-12-05","Portugal","FC Porto",1399
"721","1999-11-20","Portugal","FC Porto",1399
"722","2000-03-04","Portugal","FC Porto",1399
"723","2003-03-24","Portugal","FC Porto",1399
"724","2003-11-09","Portugal","FC Porto",1399
"725","1996-03-08","Netherlands","PSV Eindhoven",1399
"726","2012-02-04","Spain","Real Madrid",1399
"727","2006-07-30","Ukraine","Shakhtar Donetsk",1399
"728","1995-02-19","Netherlands","AFC Ajax",1398
"729","2007-12-22","Cyprus","APOEL Nikosia",1398
"730","2009-02-07","Cyprus","APOEL Nikosia",1398
"731","2010-11-24","Spain","FC Barcelona",1398
"732","2012-11-25","Spain","FC Barcelona",1398
"733","2015-05-17","Spain","FC Barcelona",1398
"734","2017-09-27","Spain","FC Barcelona",1398
"735","2018-02-17","Spain","FC Barcelona",1398
"736","2013-11-23","Germany","Bayern München",1398
"737","2014-02-23","Germany","Bayern München",1398
"738","2006-09-20","Italy","AC Milan",1398
"739","2000-11-12","Greece","Panathinaikos",1398
"740","1998-05-17","Portugal","FC Porto",1398
"741","2003-05-04","Portugal","FC Porto",1398
"742","2003-12-22","Portugal","FC Porto",1398
"743","2011-04-03","Portugal","FC Porto",1398
"744","2011-09-09","Portugal","FC Porto",1398
"745","1998-03-25","Netherlands","PSV Eindhoven",1398
"746","2012-02-21","Spain","Real Madrid",1398
"747","2005-10-23","Ukraine","Shakhtar Donetsk",1398
"748","2017-08-12","Ukraine","Shakhtar Donetsk",1398
"749","1997-11-09","Netherlands","AFC Ajax",1397
"750","2006-01-21","Cyprus","APOEL Nikosia",1397
"751","2009-09-15","Cyprus","APOEL Nikosia",1397
"752","2006-01-29","Spain","FC Barcelona",1397
"753","2012-10-23","Spain","FC Barcelona",1397
"754","2015-11-28","Spain","FC Barcelona",1397
"755","2016-02-28","Spain","FC Barcelona",1397
"756","2005-12-21","Italy","Juventus",1397
"757","2006-02-18","Italy","Juventus",1397
"758","2005-04-12","Italy","AC Milan",1397
"759","1996-04-07","Greece","Panathinaikos",1397
"760","1998-05-03","Greece","Panathinaikos",1397
"761","1995-03-26","Portugal","FC Porto",1397
"762","1998-09-26","Portugal","FC Porto",1397
"763","2005-07-30","Ukraine","Shakhtar Donetsk",1397
"764","2010-11-20","Ukraine","Shakhtar Donetsk",1397
"765","2011-03-13","Ukraine","Shakhtar Donetsk",1397
"766","2017-04-21","Ukraine","Shakhtar Donetsk",1397
"767","1998-09-20","Netherlands","AFC Ajax",1396
"768","2011-05-21","Spain","FC Barcelona",1396
"769","2012-04-10","Spain","FC Barcelona",1396
"770","2013-11-10","Spain","FC Barcelona",1396
"771","2015-05-02","Spain","FC Barcelona",1396
"772","2015-09-20","Spain","FC Barcelona",1396
"773","2016-03-20","Spain","FC Barcelona",1396
"774","2018-03-18","Spain","FC Barcelona",1396
"775","2018-04-07","Spain","FC Barcelona",1396
"776","2014-02-19","Germany","Bayern München",1396
"777","2014-03-15","Germany","Bayern München",1396
"778","2006-01-18","Italy","Juventus",1396
"779","2006-02-08","Italy","Juventus",1396
"780","2005-04-30","Italy","AC Milan",1396
"781","1997-05-04","Greece","Olympiakos Piräus",1396
"782","1997-01-25","Greece","Panathinaikos",1396
"783","2001-01-21","Greece","Panathinaikos",1396
"784","2003-02-02","Portugal","FC Porto",1396
"785","2003-09-27","Portugal","FC Porto",1396
"786","2011-05-05","Portugal","FC Porto",1396
"787","2005-11-20","Ukraine","Shakhtar Donetsk",1396
"788","2005-12-05","Ukraine","Shakhtar Donetsk",1396
"789","1995-02-15","Netherlands","AFC Ajax",1395
"790","2005-05-08","Cyprus","APOEL Nikosia",1395
"791","2006-02-05","Cyprus","APOEL Nikosia",1395
"792","2012-12-05","Spain","FC Barcelona",1395
"793","2017-10-31","Spain","FC Barcelona",1395
"794","2017-12-17","Spain","FC Barcelona",1395
"795","2005-12-04","Italy","Juventus",1395
"796","1997-04-13","Greece","Olympiakos Piräus",1395
"797","2006-11-01","France","Olympique Lyon",1395
"798","1996-12-08","Greece","Panathinaikos",1395
"799","1998-03-22","Greece","Panathinaikos",1395
"800","1998-11-30","Greece","Panathinaikos",1395
"801","1999-02-15","Greece","Panathinaikos",1395
"802","2000-11-08","Greece","Panathinaikos",1395
"803","1998-11-30","Portugal","FC Porto",1395
"804","1999-01-18","Portugal","FC Porto",1395
"805","1999-03-13","Portugal","FC Porto",1395
"806","2003-12-14","Portugal","FC Porto",1395
"807","2011-09-06","Portugal","FC Porto",1395
"808","2012-01-28","Spain","Real Madrid",1395
"809","2010-08-29","Ukraine","Shakhtar Donetsk",1395
"810","2017-07-29","Ukraine","Shakhtar Donetsk",1395
"811","2004-04-18","Cyprus","APOEL Nikosia",1394
"812","2005-08-28","Cyprus","APOEL Nikosia",1394
"813","2008-03-08","Cyprus","APOEL Nikosia",1394
"814","2009-01-31","Cyprus","APOEL Nikosia",1394
"815","2006-01-22","Spain","FC Barcelona",1394
"816","2011-02-16","Spain","FC Barcelona",1394
"817","2015-04-28","Spain","FC Barcelona",1394
"818","2015-11-24","Spain","FC Barcelona",1394
"819","2017-10-14","Spain","FC Barcelona",1394
"820","2014-04-24","Portugal","SL Benfica",1394
"821","2007-11-24","Italy","Inter",1394
"822","2006-09-17","Italy","AC Milan",1394
"823","2001-10-20","Greece","Olympiakos Piräus",1394
"824","1997-03-02","Greece","Panathinaikos",1394
"825","2000-03-25","Portugal","FC Porto",1394
"826","2003-03-20","Portugal","FC Porto",1394
"827","2003-04-28","Portugal","FC Porto",1394
"828","2006-08-19","Ukraine","Shakhtar Donetsk",1394
"829","2010-11-13","Ukraine","Shakhtar Donetsk",1394
"830","2005-11-26","Cyprus","APOEL Nikosia",1393
"831","2008-03-29","Cyprus","APOEL Nikosia",1393
"832","2008-04-06","Cyprus","APOEL Nikosia",1393
"833","2012-11-20","Spain","FC Barcelona",1393
"834","2013-01-27","Spain","FC Barcelona",1393
"835","2013-11-06","Spain","FC Barcelona",1393
"836","2015-08-29","Spain","FC Barcelona",1393
"837","2015-09-16","Spain","FC Barcelona",1393
"838","2017-12-10","Spain","FC Barcelona",1393
"839","2018-02-11","Spain","FC Barcelona",1393
"840","2018-04-04","Spain","FC Barcelona",1393
"841","2013-10-02","Germany","Bayern München",1393
"842","2014-02-15","Germany","Bayern München",1393
"843","2005-12-17","Italy","Juventus",1393
"844","2018-03-14","Italy","Juventus",1393
"845","2005-04-26","Italy","AC Milan",1393
"846","2000-02-26","Portugal","FC Porto",1393
"847","2003-10-22","Portugal","FC Porto",1393
"848","2004-04-03","Portugal","FC Porto",1393
"849","2011-08-19","Portugal","FC Porto",1393
"850","2011-09-23","Portugal","FC Porto",1393
"851","1996-03-02","Netherlands","PSV Eindhoven",1393
"852","1998-03-21","Netherlands","PSV Eindhoven",1393
"853","2011-01-09","Spain","Real Madrid",1393
"854","2011-12-07","Spain","Real Madrid",1393
"855","2012-01-22","Spain","Real Madrid",1393
"856","2012-03-24","Spain","Real Madrid",1393
"857","2005-07-23","Ukraine","Shakhtar Donetsk",1393
"858","2010-08-21","Ukraine","Shakhtar Donetsk",1393
"859","2004-03-06","Cyprus","APOEL Nikosia",1392
"860","2006-01-15","Spain","FC Barcelona",1392
"861","2011-05-15","Spain","FC Barcelona",1392
"862","2012-04-07","Spain","FC Barcelona",1392
"863","2018-03-14","Spain","FC Barcelona",1392
"864","2014-03-11","Germany","Bayern München",1392
"865","2001-01-14","Greece","Panathinaikos",1392
"866","1995-03-20","Portugal","FC Porto",1392
"867","1999-02-21","Portugal","FC Porto",1392
"868","2003-09-21","Portugal","FC Porto",1392
"869","2004-04-10","Portugal","FC Porto",1392
"870","2001-02-18","Netherlands","PSV Eindhoven",1392
"871","2017-04-15","Spain","Real Madrid",1392
"872","2006-07-23","Ukraine","Shakhtar Donetsk",1392
"873","2010-11-06","Ukraine","Shakhtar Donetsk",1392
"874","2017-09-23","Ukraine","Shakhtar Donetsk",1392
"875","1997-10-30","Netherlands","AFC Ajax",1391
"876","2015-04-25","Spain","FC Barcelona",1391
"877","2017-11-26","Spain","FC Barcelona",1391
"878","2003-11-02","Switzerland","FC Basel",1391
"879","2013-09-28","Germany","Bayern München",1391
"880","2013-11-09","Germany","Bayern München",1391
"881","2014-02-08","Germany","Bayern München",1391
"882","2014-05-01","Portugal","SL Benfica",1391
"883","1999-02-07","Greece","Panathinaikos",1391
"884","1999-09-20","Greece","Panathinaikos",1391
"885","2001-01-03","Greece","Panathinaikos",1391
"886","2003-12-05","Portugal","FC Porto",1391
"887","2005-10-20","Ukraine","Shakhtar Donetsk",1391
"888","2017-07-18","Ukraine","Shakhtar Donetsk",1391
"889","2009-01-24","Cyprus","APOEL Nikosia",1390
"890","2013-01-19","Spain","FC Barcelona",1390
"891","2015-08-23","Spain","FC Barcelona",1390
"892","2016-02-23","Spain","FC Barcelona",1390
"893","2018-02-24","Spain","FC Barcelona",1390
"894","2018-03-10","Spain","FC Barcelona",1390
"895","2003-10-05","Switzerland","FC Basel",1390
"896","2007-10-23","Italy","Inter",1390
"897","1997-04-20","Greece","Olympiakos Piräus",1390
"898","1995-12-03","Greece","Panathinaikos",1390
"899","1998-04-12","Greece","Panathinaikos",1390
"900","2000-11-18","Greece","Panathinaikos",1390
"901","1998-11-21","Portugal","FC Porto",1390
"902","2003-01-25","Portugal","FC Porto",1390
"903","2003-03-04","Portugal","FC Porto",1390
"904","2012-03-21","Spain","Real Madrid",1390
"905","2017-04-12","Spain","Real Madrid",1390
"906","2017-05-06","Spain","Real Madrid",1390
"907","2005-11-07","Ukraine","Shakhtar Donetsk",1390
"908","2005-12-01","Ukraine","Shakhtar Donetsk",1390
"909","2010-08-15","Ukraine","Shakhtar Donetsk",1390
"910","2017-09-17","Ukraine","Shakhtar Donetsk",1390
"911","1996-01-05","Portugal","Sporting CP",1390
"912","1995-02-05","Netherlands","AFC Ajax",1389
"913","2008-03-01","Cyprus","APOEL Nikosia",1389
"914","2006-01-07","Spain","FC Barcelona",1389
"915","2010-11-20","Spain","FC Barcelona",1389
"916","2011-09-10","Spain","FC Barcelona",1389
"917","2012-04-03","Spain","FC Barcelona",1389
"918","2013-02-16","Spain","FC Barcelona",1389
"919","2013-10-05","Spain","FC Barcelona",1389
"920","2017-09-23","Spain","FC Barcelona",1389
"921","2018-03-04","Spain","FC Barcelona",1389
"922","2013-11-02","Germany","Bayern München",1389
"923","2014-02-02","Germany","Bayern München",1389
"924","1998-04-26","Italy","Juventus",1389
"925","2006-03-18","Italy","Juventus",1389
